"Rk","Team","Age","W","L","PW","PL","MOV","SOS","SRS","ORtg","DRtg","NRtg","Pace","FTr","X3PAr","TS.","eFG.","TOV.","ORB.","FT.FGA","eFG..1","TOV..1","DRB.","FT.FGA.1","Arena","Attend.","Attend..G","yr","tm_yr","rank","rank_1","rank_2","rank_3","rank_4","rank_5","rank_6","rank_7"
20,"Memphis Grizzlies",30.5,42,40,35,47,-2.24,0.11,-2.14,105.4,107.8,-2.4,93.3,0.295,0.222,0.524,0.477,12.3,25.3,0.231,0.518,15.2,75.1,0.251,"FedEx Forum",701894,17119,2016,"Memphis Grizzlies_2016",16,19.5,2,8,NA,NA,NA,NA
21,"Sacramento Kings",26.6,33,49,34,48,-2.48,0.16,-2.32,106,108.4,-2.4,100,0.295,0.26,0.546,0.51,14.2,23.9,0.214,0.521,14,74.9,0.202,"Sleep Train Arena",707526,17222,2016,"Sacramento Kings_2016",9,8,6.5,13,NA,NA,NA,NA
22,"New York Knicks",27.2,32,50,33,49,-2.73,0,-2.74,104.6,107.6,-3,93.4,0.255,0.256,0.527,0.483,12.6,23.7,0.205,0.487,10.5,75.8,0.204,"Madison Square Garden (IV)",812292,19812,2016,"New York Knicks_2016",7,6.5,9,1,NA,NA,NA,NA
23,"Denver Nuggets",24.7,33,49,33,49,-3.1,0.29,-2.81,105.6,108.9,-3.3,95.7,0.282,0.277,0.531,0.489,13.2,25.8,0.216,0.515,12.6,77.3,0.216,"Pepsi Center",577898,14095,2016,"Denver Nuggets_2016",9,13,17,27,NA,NA,NA,NA
24,"Minnesota Timberwolves",24.6,29,53,31,51,-3.54,0.15,-3.38,106.5,110.1,-3.6,95.2,0.332,0.202,0.549,0.498,13.9,24.3,0.263,0.524,13.6,74.7,0.2,"Target Center",581178,14175,2016,"Minnesota Timberwolves_2016",5,6.5,18.5,10,NA,NA,NA,NA
25,"New Orleans Pelicans",26.6,30,52,31,51,-3.79,0.24,-3.56,105.6,109.5,-3.9,96.8,0.259,0.277,0.537,0.498,12.3,21.2,0.201,0.523,12.7,78.8,0.225,"Smoothie King Center",688549,16794,2016,"New Orleans Pelicans_2016",6,10,21.5,8,NA,NA,NA,NA
26,"Milwaukee Bucks",23.5,33,49,29,53,-4.18,0.2,-3.98,104.3,108.7,-4.4,94.2,0.276,0.189,0.537,0.499,14.2,24.9,0.207,0.51,14.2,73.1,0.221,"BMO Harris Bradley Center",621808,15166,2016,"Milwaukee Bucks_2016",9,17.5,15.5,30,NA,NA,NA,NA
27,"Phoenix Suns",26,23,59,24,58,-6.66,0.34,-6.32,102.2,109,-6.8,98.5,0.271,0.302,0.526,0.487,15.2,25.4,0.204,0.523,13.5,77.1,0.237,"Talking Stick Resort Arena",701405,17107,2016,"Phoenix Suns_2016",4,2,1,2.5,NA,NA,NA,NA
28,"Brooklyn Nets",26.9,21,61,22,60,-7.35,0.24,-7.12,103.2,110.9,-7.7,95.2,0.246,0.218,0.527,0.492,13.6,24.1,0.186,0.534,13.1,75.7,0.176,"Barclays Center",620142,15125,2016,"Brooklyn Nets_2016",3,1,8,16.5,NA,NA,NA,NA
29,"Los Angeles Lakers",26.5,17,65,17,65,-9.56,0.64,-8.92,101.6,111.6,-10,95.6,0.292,0.29,0.509,0.46,12.5,23.1,0.228,0.523,11.6,74.7,0.202,"STAPLES Center",778877,18997,2016,"Los Angeles Lakers_2016",2,3,10,11,NA,NA,NA,NA
30,"Philadelphia 76ers",23.3,10,72,16,66,-10.23,0.31,-9.92,98.8,109.2,-10.4,97.9,0.269,0.327,0.519,0.487,14.8,20.6,0.186,0.51,13.5,74,0.24,"Wells Fargo Center",614650,14991,2016,"Philadelphia 76ers_2016",1,4,26,24,NA,NA,NA,NA
1,"Golden State Warriors",28.2,67,15,67,15,11.63,-0.28,11.35,115.6,104,11.6,99.8,0.259,0.359,0.597,0.563,13.2,22.8,0.204,0.486,13.5,74.9,0.198,"Oracle Arena",803436,19596,2017,"Golden State Warriors_2017",30,28,28,NA,NA,NA,NA,NA
2,"San Antonio Spurs",29.6,61,21,60,22,7.2,-0.06,7.13,111.1,103.5,7.6,94.2,0.263,0.281,0.564,0.524,12.6,24,0.21,0.492,13.5,77.6,0.192,"AT&T Center",755347,18423,2017,"San Antonio Spurs_2017",29,18.5,19,NA,NA,NA,NA,NA
3,"Houston Rockets",27.4,55,27,55,27,5.77,0.08,5.84,114.7,109,5.7,100,0.304,0.462,0.583,0.545,13.3,24.6,0.233,0.519,13.2,75.8,0.194,"Toyota Center",695903,16973,2017,"Houston Rockets_2017",28,30,25.5,NA,NA,NA,NA,NA
4,"Los Angeles Clippers",30,51,31,52,30,4.29,0.13,4.42,112.7,108.2,4.5,96.1,0.312,0.329,0.574,0.537,12,21.5,0.233,0.506,12.1,76.9,0.211,"STAPLES Center",782609,19088,2017,"Los Angeles Clippers_2017",24.5,13,19,NA,NA,NA,NA,NA
5,"Utah Jazz",26.8,51,31,52,30,3.94,0.06,4,109.6,105.3,4.3,91.6,0.288,0.327,0.563,0.526,13.2,23.2,0.215,0.493,11.8,78.9,0.195,"Vivint Smart Home Arena",806142,19662,2017,"Utah Jazz_2017",24.5,21.5,23,NA,NA,NA,NA,NA
6,"Toronto Raptors",26.1,51,31,52,30,4.21,-0.56,3.65,112.3,107.8,4.5,94.7,0.293,0.289,0.561,0.517,11.8,25,0.233,0.507,13.5,76.3,0.223,"Air Canada Centre",813050,19830,2017,"Toronto Raptors_2017",24.5,29,29,NA,NA,NA,NA,NA
7,"Cleveland Cavaliers",29.2,51,31,49,33,3.18,-0.31,2.87,113.6,110.3,3.3,96.2,0.275,0.399,0.58,0.547,12.6,21.9,0.206,0.516,11.4,75.8,0.174,"Quicken Loans Arena",843042,20562,2017,"Cleveland Cavaliers_2017",24.5,25,2.5,NA,NA,NA,NA,NA
8,"Boston Celtics",25.9,53,29,48,34,2.63,-0.39,2.25,111.2,108.4,2.8,96.8,0.273,0.393,0.567,0.525,12.2,21.2,0.22,0.503,12.6,75.3,0.223,"TD Garden",760690,18553,2017,"Boston Celtics_2017",27,27,21.5,NA,NA,NA,NA,NA
9,"Washington Wizards",26,49,33,46,36,1.8,-0.45,1.36,111.2,109.3,1.9,97.4,0.254,0.284,0.564,0.528,12.8,24.1,0.199,0.524,13.8,75.5,0.213,"Verizon Center",697107,17003,2017,"Washington Wizards_2017",22,14,6,NA,NA,NA,NA,NA
10,"Oklahoma City Thunder",24.7,47,35,43,39,0.76,0.39,1.14,108.3,107.5,0.8,97.8,0.295,0.295,0.54,0.5,13.2,27.9,0.22,0.511,12.5,79,0.218,"Chesapeake Energy Arena",746323,18203,2017,"Oklahoma City Thunder_2017",21,21.5,21.5,NA,NA,NA,NA,NA
11,"Memphis Grizzlies",29.5,43,39,42,40,0.49,0.47,0.96,107.7,107.1,0.6,92.3,0.28,0.316,0.535,0.491,12.1,24.8,0.219,0.506,13.6,77.5,0.256,"FedEx Forum",677314,16520,2017,"Memphis Grizzlies_2017",19.5,2,8,NA,NA,NA,NA,NA
12,"Miami Heat",26.5,41,41,44,38,1.06,-0.29,0.77,107.8,106.7,1.1,95.2,0.251,0.314,0.541,0.512,12.4,24.2,0.177,0.496,12.6,76.4,0.22,"AmericanAirlines Arena",805400,19644,2017,"Miami Heat_2017",15,15.5,13,NA,NA,NA,NA,NA
13,"Denver Nuggets",25.2,40,42,42,40,0.51,0.19,0.7,113.2,112.7,0.5,98.3,0.276,0.329,0.568,0.53,13.2,27.3,0.214,0.532,10.9,78.7,0.194,"Pepsi Center",605585,14672,2017,"Denver Nuggets_2017",13,17,27,NA,NA,NA,NA,NA
14,"Chicago Bulls",26.9,41,41,42,40,0.43,-0.39,0.03,107.4,107,0.4,95.3,0.259,0.256,0.53,0.487,12.3,27,0.206,0.507,12.4,76.8,0.169,"United Center",888882,21680,2017,"Chicago Bulls_2017",15,6.5,4,NA,NA,NA,NA,NA
15,"Charlotte Hornets",26.5,36,46,42,40,0.2,-0.26,-0.07,108.8,108.6,0.2,95.7,0.279,0.335,0.547,0.501,10.7,19.9,0.227,0.523,12.1,79.6,0.164,"Spectrum Center",710643,17333,2017,"Charlotte Hornets_2017",11,11,13,NA,NA,NA,NA,NA
16,"Portland Trail Blazers",24.8,41,41,40,42,-0.52,0.3,-0.23,110.3,110.8,-0.5,96.7,0.275,0.322,0.559,0.52,12.5,23,0.214,0.508,11.6,76.8,0.241,"Moda Center",792029,19318,2017,"Portland Trail Blazers_2017",15,24,25.5,NA,NA,NA,NA,NA
17,"Milwaukee Bucks",25.6,42,40,40,42,-0.18,-0.26,-0.45,109.1,109.3,-0.2,94.5,0.274,0.29,0.565,0.527,13.2,21.5,0.21,0.518,13.6,75.4,0.215,"BMO Harris Bradley Center",648952,15828,2017,"Milwaukee Bucks_2017",17.5,15.5,30,NA,NA,NA,NA,NA
18,"Indiana Pacers",27,42,40,40,42,-0.22,-0.42,-0.64,108.6,108.8,-0.2,95.9,0.261,0.272,0.558,0.516,12.8,21.2,0.212,0.512,13.6,75.5,0.225,"Bankers Life Fieldhouse",684578,16697,2017,"Indiana Pacers_2017",17.5,21.5,19,NA,NA,NA,NA,NA
19,"Minnesota Timberwolves",24,31,51,38,44,-1.11,0.47,-0.64,110.8,112,-1.2,94.6,0.287,0.249,0.555,0.511,12.9,27.2,0.229,0.535,13.2,75.9,0.212,"Target Center",607203,14810,2017,"Minnesota Timberwolves_2017",6.5,18.5,10,NA,NA,NA,NA,NA
20,"Atlanta Hawks",27.9,43,39,39,43,-0.85,-0.38,-1.23,104.9,105.7,-0.8,97.4,0.295,0.309,0.541,0.504,14.2,23.6,0.215,0.507,13.8,76.1,0.179,"Philips Arena",654306,15959,2017,"Atlanta Hawks_2017",19.5,3.5,5,NA,NA,NA,NA,NA
21,"Detroit Pistons",25.4,37,45,38,44,-1.12,-0.17,-1.29,106,107.1,-1.1,95,0.218,0.263,0.521,0.492,10.9,24.1,0.157,0.516,12.1,81.2,0.197,"The Palace of Auburn Hills",655141,15979,2017,"Detroit Pistons_2017",12,12,15,NA,NA,NA,NA,NA
22,"New Orleans Pelicans",25.7,34,48,35,47,-2.1,0.41,-1.69,105.2,107.4,-2.2,98,0.256,0.308,0.539,0.504,11.7,18.5,0.192,0.509,12.4,76.8,0.177,"Smoothie King Center",663099,16173,2017,"New Orleans Pelicans_2017",10,21.5,8,NA,NA,NA,NA,NA
23,"Dallas Mavericks",27.6,33,49,33,49,-2.93,0.4,-2.53,105.6,108.8,-3.2,92.2,0.225,0.366,0.541,0.505,11.6,18.1,0.18,0.529,14.4,77.6,0.218,"American Airlines Center",811366,19789,2017,"Dallas Mavericks_2017",9,3.5,8,NA,NA,NA,NA,NA
24,"Sacramento Kings",27.9,32,50,31,51,-3.88,0.58,-3.29,107.3,111.3,-4,94.9,0.284,0.291,0.556,0.516,13.7,21,0.22,0.528,12.9,76.3,0.227,"Golden 1 Center",721928,17608,2017,"Sacramento Kings_2017",8,6.5,13,NA,NA,NA,NA,NA
25,"New York Knicks",27.3,31,51,31,51,-3.67,-0.2,-3.87,107.7,111.5,-3.8,96,0.239,0.279,0.534,0.496,12.4,26.6,0.188,0.511,11.7,74.1,0.214,"Madison Square Garden (IV)",810741,19774,2017,"New York Knicks_2017",6.5,9,1,NA,NA,NA,NA,NA
26,"Phoenix Suns",25,24,58,27,55,-5.63,0.49,-5.14,106.6,112.2,-5.6,100.3,0.297,0.255,0.538,0.493,13.4,26,0.231,0.525,13.1,76.4,0.264,"Talking Stick Resort Arena",708639,17134,2017,"Phoenix Suns_2017",2,1,2.5,NA,NA,NA,NA,NA
27,"Philadelphia 76ers",24.6,28,54,26,56,-5.7,-0.14,-5.83,103.2,108.9,-5.7,98.5,0.258,0.349,0.539,0.501,14.9,22.4,0.199,0.512,13.5,75.3,0.234,"Wells Fargo Center",710557,17331,2017,"Philadelphia 76ers_2017",4,26,24,NA,NA,NA,NA,NA
28,"Los Angeles Lakers",25.1,26,56,24,58,-6.88,0.58,-6.29,106,113,-7,98.5,0.259,0.295,0.537,0.501,13.5,25,0.195,0.542,13,75.8,0.213,"STAPLES Center",776917,18949,2017,"Los Angeles Lakers_2017",3,10,11,NA,NA,NA,NA,NA
29,"Orlando Magic",25.3,29,53,24,58,-6.57,-0.04,-6.61,103.7,110.5,-6.8,96.8,0.246,0.3,0.524,0.489,12.1,21.6,0.184,0.523,11.9,77.4,0.201,"Amway Center",727875,17753,2017,"Orlando Magic_2017",5,5,16.5,NA,NA,NA,NA,NA
30,"Brooklyn Nets",26,20,62,24,58,-6.73,-0.01,-6.74,104.1,110.7,-6.6,101.3,0.289,0.371,0.551,0.507,14.7,19.6,0.228,0.513,11.6,76.1,0.212,"Barclays Center",632608,15429,2017,"Brooklyn Nets_2017",1,8,16.5,NA,NA,NA,NA,NA
1,"Houston Rockets",29.8,65,17,61,21,8.48,-0.27,8.21,114.7,106.1,8.6,97.6,0.298,0.502,0.59,0.551,12.7,21.3,0.233,0.521,13.4,79.9,0.171,"Toyota Center",732722,17871,2018,"Houston Rockets_2018",30,25.5,NA,NA,NA,NA,NA,NA
2,"Toronto Raptors",25.8,59,23,60,22,7.78,-0.49,7.29,113.8,105.9,7.9,97.4,0.25,0.377,0.575,0.539,12.1,23,0.198,0.501,13,77.7,0.212,"Air Canada Centre",813431,19840,2018,"Toronto Raptors_2018",29,29,NA,NA,NA,NA,NA,NA
3,"Golden State Warriors",28.8,58,24,56,26,5.98,-0.19,5.79,113.6,107.6,6,99.6,0.239,0.339,0.603,0.569,14.1,21,0.195,0.504,12.6,76.3,0.186,"Oracle Arena",803436,19596,2018,"Golden State Warriors_2018",28,28,NA,NA,NA,NA,NA,NA
4,"Utah Jazz",26.7,48,34,53,29,4.3,0.17,4.47,108.4,103.9,4.5,95.7,0.26,0.357,0.564,0.527,13.7,21.5,0.202,0.506,14,79.8,0.19,"Vivint Smart Home Arena",734806,17922,2018,"Utah Jazz_2018",21.5,23,NA,NA,NA,NA,NA,NA
5,"Philadelphia 76ers",25.8,52,30,53,29,4.5,-0.2,4.3,109.5,105,4.5,99.8,0.263,0.344,0.568,0.535,14.6,25.3,0.198,0.492,12.6,78.6,0.218,"Wells Fargo Center",833503,20361,2018,"Philadelphia 76ers_2018",26,24,NA,NA,NA,NA,NA,NA
6,"Oklahoma City Thunder",27.3,48,34,50,32,3.41,0,3.42,110.7,107.2,3.5,96.7,0.275,0.345,0.546,0.514,12.4,27.7,0.197,0.525,14.7,77.4,0.193,"Chesapeake Energy Arena",746322,18203,2018,"Oklahoma City Thunder_2018",21.5,21.5,NA,NA,NA,NA,NA,NA
7,"Boston Celtics",24.7,55,27,51,31,3.59,-0.35,3.23,107.6,103.9,3.7,96,0.243,0.357,0.552,0.518,13,21.5,0.188,0.495,13,78.4,0.191,"TD Garden",763584,18624,2018,"Boston Celtics_2018",27,21.5,NA,NA,NA,NA,NA,NA
8,"San Antonio Spurs",29.3,47,35,49,33,2.89,0,2.89,107.9,104.8,3.1,95,0.245,0.282,0.543,0.507,12.2,23.7,0.189,0.507,13.2,78.6,0.17,"AT&T Center",754562,18404,2018,"San Antonio Spurs_2018",18.5,19,NA,NA,NA,NA,NA,NA
9,"Portland Trail Blazers",25.6,49,33,48,34,2.6,0,2.6,109.1,106.4,2.7,96.5,0.24,0.324,0.549,0.511,12.3,23.3,0.192,0.503,11.7,79.1,0.193,"Moda Center",795750,19409,2018,"Portland Trail Blazers_2018",24,25.5,NA,NA,NA,NA,NA,NA
10,"Minnesota Timberwolves",27.1,47,35,47,35,2.23,0.12,2.35,113.4,111.1,2.3,96,0.28,0.261,0.566,0.523,11.4,24.4,0.225,0.539,13.9,76.4,0.189,"Target Center",699308,17056,2018,"Minnesota Timberwolves_2018",18.5,10,NA,NA,NA,NA,NA,NA
11,"Denver Nuggets",25.1,46,36,45,37,1.48,0.09,1.57,112.5,111,1.5,96.8,0.258,0.357,0.57,0.536,13.4,25.7,0.198,0.539,12.6,77.5,0.173,"Pepsi Center",702796,17141,2018,"Denver Nuggets_2018",17,27,NA,NA,NA,NA,NA,NA
12,"New Orleans Pelicans",27.6,48,34,44,38,1.3,0.18,1.48,109.6,108.3,1.3,100.5,0.237,0.319,0.573,0.541,13.3,20,0.183,0.513,12.5,76.7,0.175,"Smoothie King Center",673920,16437,2018,"New Orleans Pelicans_2018",21.5,8,NA,NA,NA,NA,NA,NA
13,"Indiana Pacers",26.2,48,34,45,37,1.38,-0.2,1.18,109.5,108.1,1.4,96,0.222,0.284,0.557,0.525,12.3,22.7,0.173,0.527,14.2,76.2,0.174,"Bankers Life Fieldhouse",658119,16052,2018,"Indiana Pacers_2018",21.5,19,NA,NA,NA,NA,NA,NA
14,"Cleveland Cavaliers",30.6,50,32,43,39,0.94,-0.35,0.59,112.9,111.9,1,98,0.275,0.379,0.584,0.547,12.6,20.1,0.214,0.54,12.2,77.3,0.166,"Quicken Loans Arena",843042,20562,2018,"Cleveland Cavaliers_2018",25,2.5,NA,NA,NA,NA,NA,NA
15,"Washington Wizards",26.9,43,39,43,39,0.59,-0.06,0.53,109.3,108.7,0.6,96.6,0.254,0.31,0.56,0.525,13.3,23.5,0.196,0.522,13.6,77.1,0.212,"Capital One Arena",739302,18032,2018,"Washington Wizards_2018",14,6,NA,NA,NA,NA,NA,NA
16,"Los Angeles Clippers",27,42,40,41,41,0.04,0.11,0.15,110.3,110.2,0.1,98.7,0.299,0.314,0.564,0.527,13.2,23.5,0.222,0.52,12.6,76.1,0.203,"STAPLES Center",697812,17020,2018,"Los Angeles Clippers_2018",13,19,NA,NA,NA,NA,NA,NA
17,"Miami Heat",26.5,44,38,42,40,0.48,-0.33,0.15,106.8,106.3,0.5,95.6,0.229,0.358,0.551,0.52,13.3,21.5,0.173,0.507,13.1,79,0.215,"AmericanAirlines Arena",804850,19630,2018,"Miami Heat_2018",15.5,13,NA,NA,NA,NA,NA,NA
18,"Charlotte Hornets",26.6,36,46,42,40,0.26,-0.19,0.07,109.4,109.1,0.3,98.4,0.312,0.314,0.549,0.508,11.4,22.2,0.233,0.532,12.4,80.7,0.165,"Spectrum Center",671404,16376,2018,"Charlotte Hornets_2018",11,13,NA,NA,NA,NA,NA,NA
19,"Detroit Pistons",25.9,39,43,41,41,-0.15,-0.11,-0.26,107.2,107.3,-0.1,96.2,0.227,0.333,0.543,0.512,12.3,22.7,0.169,0.524,13.7,78.5,0.172,"Little Caesars Arena",713945,17413,2018,"Detroit Pistons_2018",12,15,NA,NA,NA,NA,NA,NA
20,"Milwaukee Bucks",25.9,44,38,40,42,-0.3,-0.15,-0.45,109.8,110.1,-0.3,96.2,0.281,0.297,0.571,0.531,12.9,20.4,0.22,0.528,14.2,75.9,0.22,"BMO Harris Bradley Center",685303,16856,2018,"Milwaukee Bucks_2018",15.5,30,NA,NA,NA,NA,NA,NA
21,"Los Angeles Lakers",23.7,35,47,37,45,-1.55,0.11,-1.44,106.5,108,-1.5,100.3,0.264,0.329,0.548,0.517,13.8,23.6,0.188,0.514,12.5,77.7,0.19,"STAPLES Center",776327,18935,2018,"Los Angeles Lakers_2018",10,11,NA,NA,NA,NA,NA,NA
22,"Dallas Mavericks",27.7,24,58,33,49,-3.04,0.34,-2.7,106.3,109.5,-3.2,95.6,0.217,0.382,0.544,0.513,11.6,18,0.166,0.532,12.9,78.9,0.193,"American Airlines Center",811453,19792,2018,"Dallas Mavericks_2018",3.5,8,NA,NA,NA,NA,NA,NA
23,"New York Knicks",26.3,29,53,32,50,-3.56,0.03,-3.53,107.1,110.7,-3.6,96.8,0.216,0.266,0.544,0.51,13.3,24.1,0.17,0.522,12.2,76.7,0.208,"Madison Square Garden (IV)",792608,19332,2018,"New York Knicks_2018",9,1,NA,NA,NA,NA,NA,NA
24,"Brooklyn Nets",25.1,28,54,31,51,-3.74,0.07,-3.67,106.9,110.6,-3.7,98.9,0.26,0.411,0.551,0.514,13.6,21,0.201,0.517,11,77,0.201,"Barclays Center",640010,15376,2018,"Brooklyn Nets_2018",8,16.5,NA,NA,NA,NA,NA,NA
25,"Orlando Magic",25.6,25,57,28,54,-4.82,-0.1,-4.92,105.2,110.1,-4.9,98.1,0.238,0.342,0.545,0.512,13.3,20,0.18,0.525,12.8,75.6,0.187,"Amway Center",734531,17915,2018,"Orlando Magic_2018",5,16.5,NA,NA,NA,NA,NA,NA
26,"Atlanta Hawks",25.4,24,58,27,55,-5.45,0.15,-5.3,105,110.6,-5.6,98.3,0.236,0.363,0.547,0.512,14.1,21.1,0.185,0.536,13.6,76.2,0.183,"Philips Arena",590769,14409,2018,"Atlanta Hawks_2018",3.5,5,NA,NA,NA,NA,NA,NA
27,"Memphis Grizzlies",26,22,60,25,57,-6.21,0.39,-5.81,104.5,111,-6.5,94.9,0.255,0.317,0.539,0.5,14,22.4,0.201,0.529,13.8,76.5,0.256,"FedEx Forum",653863,15948,2018,"Memphis Grizzlies_2018",2,8,NA,NA,NA,NA,NA,NA
28,"Sacramento Kings",26.4,27,55,23,59,-6.99,0.39,-6.6,103.7,111.1,-7.4,94.9,0.194,0.278,0.529,0.502,12.8,21.5,0.143,0.542,13.5,77.6,0.199,"Golden 1 Center",714680,17431,2018,"Sacramento Kings_2018",6.5,13,NA,NA,NA,NA,NA,NA
29,"Chicago Bulls",24.4,27,55,23,59,-7.04,0.2,-6.84,103.8,110.9,-7.1,98.3,0.216,0.35,0.529,0.497,12.6,20.6,0.164,0.542,12.4,80.6,0.184,"United Center",851824,20776,2018,"Chicago Bulls_2018",6.5,4,NA,NA,NA,NA,NA,NA
30,"Phoenix Suns",23.7,21,61,19,63,-9.37,0.57,-8.8,103.5,112.8,-9.3,100.3,0.275,0.32,0.532,0.495,13.9,22.5,0.203,0.533,11.9,76.5,0.212,"Talking Stick Resort Arena",690576,16843,2018,"Phoenix Suns_2018",1,2.5,NA,NA,NA,NA,NA,NA
1,"Milwaukee Bucks",26.9,60,22,61,21,8.87,-0.82,8.04,113.8,105.2,8.6,103.3,0.255,0.419,0.583,0.55,12,20.8,0.197,0.503,11.5,80.3,0.162,"Fiserv Forum",721692,17602,2019,"Milwaukee Bucks_2019",30,NA,NA,NA,NA,NA,NA,NA
2,"Golden State Warriors",28.4,57,25,56,26,6.46,-0.04,6.42,115.9,109.5,6.4,100.9,0.227,0.384,0.596,0.565,12.6,22.5,0.182,0.508,11.7,77.1,0.205,"Oracle Arena",803436,19596,2019,"Golden State Warriors_2019",28,NA,NA,NA,NA,NA,NA,NA
3,"Toronto Raptors",27.3,58,24,56,26,6.09,-0.6,5.49,113.1,107.1,6,100.2,0.247,0.379,0.579,0.543,12.4,21.9,0.198,0.509,13.1,77.1,0.19,"Scotiabank Arena",812822,19825,2019,"Toronto Raptors_2019",29,NA,NA,NA,NA,NA,NA,NA
4,"Utah Jazz",27.3,50,32,54,28,5.26,0.03,5.28,110.9,105.7,5.2,100.3,0.295,0.394,0.572,0.538,13.4,22.9,0.217,0.507,12.4,80.3,0.189,"Vivint Smart Home Arena",750546,18306,2019,"Utah Jazz_2019",23,NA,NA,NA,NA,NA,NA,NA
5,"Houston Rockets",29.2,53,29,53,29,4.77,0.19,4.96,115.5,110.7,4.8,97.9,0.279,0.519,0.581,0.542,12,22.8,0.221,0.525,13.4,74.4,0.21,"Toyota Center",740392,18058,2019,"Houston Rockets_2019",25.5,NA,NA,NA,NA,NA,NA,NA
6,"Portland Trail Blazers",26.2,53,29,51,31,4.2,0.24,4.43,114.7,110.5,4.2,99.1,0.258,0.339,0.568,0.528,12.1,26.6,0.21,0.516,11,77.9,0.195,"Moda Center",799345,19496,2019,"Portland Trail Blazers_2019",25.5,NA,NA,NA,NA,NA,NA,NA
7,"Denver Nuggets",24.9,54,28,51,31,3.95,0.24,4.19,113,108.9,4.1,97.7,0.232,0.348,0.558,0.527,11.9,26.6,0.175,0.521,12.3,78,0.194,"Pepsi Center",756457,18450,2019,"Denver Nuggets_2019",27,NA,NA,NA,NA,NA,NA,NA
8,"Boston Celtics",25.7,49,33,52,30,4.44,-0.54,3.9,112.2,107.8,4.4,99.6,0.215,0.381,0.567,0.534,11.5,21.6,0.173,0.514,13.4,77,0.198,"TD Garden",763584,18624,2019,"Boston Celtics_2019",21.5,NA,NA,NA,NA,NA,NA,NA
9,"Oklahoma City Thunder",25.7,49,33,50,32,3.4,0.15,3.56,110.3,107,3.3,102.8,0.266,0.347,0.545,0.514,11.7,26,0.19,0.523,14.4,78.2,0.206,"Chesapeake Energy Arena",746323,18203,2019,"Oklahoma City Thunder_2019",21.5,NA,NA,NA,NA,NA,NA,NA
10,"Indiana Pacers",27,48,34,50,32,3.33,-0.57,2.76,109.9,106.5,3.4,98.1,0.242,0.292,0.561,0.53,12.4,21.9,0.182,0.516,14.1,76.2,0.184,"Bankers Life Fieldhouse",689310,16812,2019,"Indiana Pacers_2019",19,NA,NA,NA,NA,NA,NA,NA
11,"Philadelphia 76ers",26.4,51,31,48,34,2.7,-0.44,2.25,112.6,110,2.6,101.6,0.312,0.342,0.574,0.532,12.9,24.5,0.241,0.512,11.1,78.6,0.206,"Wells Fargo Center",838342,20447,2019,"Philadelphia 76ers_2019",24,NA,NA,NA,NA,NA,NA,NA
12,"San Antonio Spurs",28.8,48,34,45,37,1.68,0.12,1.8,112.9,111.2,1.7,98.3,0.237,0.286,0.572,0.534,11,21,0.194,0.528,11,79.4,0.17,"AT&T Center",750616,18308,2019,"San Antonio Spurs_2019",19,NA,NA,NA,NA,NA,NA,NA
13,"Los Angeles Clippers",27.2,48,34,43,39,0.85,0.23,1.09,112.4,111.5,0.9,101.7,0.326,0.295,0.575,0.529,12.7,22,0.258,0.514,11.4,76,0.224,"STAPLES Center",710327,17325,2019,"Los Angeles Clippers_2019",19,NA,NA,NA,NA,NA,NA,NA
14,"Orlando Magic",25.7,42,40,43,39,0.71,-0.43,0.28,108.9,108.1,0.8,98.1,0.216,0.36,0.55,0.518,11.9,22,0.168,0.515,11.8,79.7,0.186,"Amway Center",720024,17431,2019,"Orlando Magic_2019",16.5,NA,NA,NA,NA,NA,NA,NA
15,"Brooklyn Nets",25.4,42,40,41,41,-0.07,-0.33,-0.4,109.6,109.7,-0.1,100.8,0.284,0.403,0.556,0.52,13,23.8,0.211,0.512,11.6,76.4,0.19,"Barclays Center",612597,14941,2019,"Brooklyn Nets_2019",16.5,NA,NA,NA,NA,NA,NA,NA
16,"Miami Heat",27,39,43,40,42,-0.23,-0.22,-0.45,107.3,107.6,-0.3,98.2,0.247,0.368,0.542,0.515,13.1,24.8,0.172,0.51,12.7,77.6,0.201,"AmericanAirlines Arena",805264,19641,2019,"Miami Heat_2019",13,NA,NA,NA,NA,NA,NA,NA
17,"Detroit Pistons",26.9,41,41,40,42,-0.24,-0.31,-0.56,109,109.2,-0.2,97.4,0.262,0.394,0.544,0.509,12.3,24.8,0.195,0.526,12.8,78.7,0.211,"Little Caesars Arena",675963,16487,2019,"Detroit Pistons_2019",15,NA,NA,NA,NA,NA,NA,NA
18,"Sacramento Kings",24.8,39,43,38,44,-1.12,0.31,-0.81,110.4,111.5,-1.1,103.1,0.244,0.321,0.554,0.524,11.5,23.1,0.177,0.533,13.6,75.5,0.207,"Golden 1 Center",700975,17097,2019,"Sacramento Kings_2019",13,NA,NA,NA,NA,NA,NA,NA
19,"Dallas Mavericks",26.9,33,49,38,44,-1.28,0.42,-0.87,109.4,110.7,-1.3,99,0.291,0.422,0.555,0.519,12.7,22.7,0.216,0.522,11.6,77.5,0.191,"American Airlines Center",820569,20014,2019,"Dallas Mavericks_2019",8,NA,NA,NA,NA,NA,NA,NA
